Data de Criação,Data de Vencimento,Data do Pagamento,Descrição,Valor,Método de Pagamento,Taxa,Valor Pago,Pago,Categoria,Cliente,Tipo,Observação,Usuário,Usuário do Pagamento
12/05/2026,12/05/2026,12/05/2026,#274 - Pix,225.0,Pix,0.0,225.0,Sim,Pedido,Cliente 104,Receita,,,
12/05/2026,12/05/2026,12/05/2026,#273 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 103,Receita,,,
16/05/2026,12/05/2026,12/05/2026,#276 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 04,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#272 - Dinheiro,100.0,Dinheiro,0.0,100.0,Sim,Pedido,Cliente 26,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#271 - Pix,165.0,Pix,0.0,165.0,Sim,Pedido,Cliente 69,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#270 - Dinheiro,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 84,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#269 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 29,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#268 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 80,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#267 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 62,Receita,,,
11/05/2026,11/05/2026,11/05/2026,#266 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 101,Receita,,,
11/05/2026,11/05/2026,11/05/2026,30 benzemar,3900.0,Pix,0.0,3900.0,Sim,Fornecedor,,Despesa,,,
10/05/2026,10/05/2026,10/05/2026,#265 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 14,Receita,,,
10/05/2026,10/05/2026,10/05/2026,T jose,100.0,,0.0,100.0,Sim,,,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#264 - Pix,500.0,Pix,0.0,500.0,Sim,Pedido,Cliente 41,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#263 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 01,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#261 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 45,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#260 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 49,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#259 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 25,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#258 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 29,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#257 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 53,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#256 - Dinheiro,0.01,Dinheiro,0.0,0.01,Sim,Pedido,Cliente 28,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#255 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 35,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#254 - Pix,215.0,Pix,0.0,215.0,Sim,Pedido,Cliente 53,Receita,,,
10/05/2026,10/05/2026,10/05/2026,#253 - Pix,190.0,Pix,0.0,190.0,Sim,Pedido,Cliente 01,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#252 - Pix,124.0,Pix,0.0,124.0,Sim,Pedido,Cliente 102,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#251 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 29,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#250 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 36,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#246 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 38,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#248 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 94,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#247 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 20,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#249 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 91,Receita,,,
09/05/2026,09/05/2026,09/05/2026,Adição de Crédito,795.0,Dinheiro,0.0,795.0,Sim,Conta do Cliente,Cliente 28,Receita,,,
09/05/2026,09/05/2026,09/05/2026,Adição de Crédito,30.0,Pix,0.0,30.0,Sim,Conta do Cliente,Cliente 20,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#244 - Pix,150.0,Pix,0.0,150.0,Sim,Pedido,,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#243 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#242 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 11,Receita,,,
09/05/2026,09/05/2026,09/05/2026,#240 - Dinheiro,450.0,Dinheiro,0.0,450.0,Sim,Pedido,Cliente 74,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#239 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 56,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#238 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 66,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#237 - Pix,760.0,Pix,0.0,760.0,Sim,Pedido,Cliente 34,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#236 - Pix,410.0,Pix,0.0,410.0,Sim,Pedido,Cliente 29,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#235 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 34,Receita,,,
08/05/2026,08/05/2026,08/05/2026,Aluguel AN 4 diárias,680.0,Dinheiro,0.0,680.0,Sim,,,Despesa,,,
08/05/2026,08/05/2026,08/05/2026,#234 - Dinheiro,450.0,Dinheiro,0.0,450.0,Sim,Pedido,Cliente 20,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#233 - Pix,100.0,Pix,0.0,100.0,Sim,Pedido,Cliente 08,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#232 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 11,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#231 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 44,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#230 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 90,Receita,,,
08/05/2026,08/05/2026,08/05/2026,Marvin,4800.0,,0.0,4800.0,Sim,Fornecedor,,Despesa,,,
08/05/2026,08/05/2026,08/05/2026,Maskara,5400.0,,0.0,5400.0,Sim,Fornecedor,,Despesa,,,
08/05/2026,08/05/2026,08/05/2026,#229 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 29,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#228 - Pix,389.0,Pix,0.0,389.0,Sim,Pedido,Cliente 13,Receita,,,
08/05/2026,08/05/2026,08/05/2026,#227 - Dinheiro,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
08/05/2026,08/05/2026,08/05/2026,Adição de Crédito,150.0,Dinheiro,0.0,150.0,Sim,Conta do Cliente,Cliente 26,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#226 - Dinheiro,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 57,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#225 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 71,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#224 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 20,Receita,,,
07/05/2026,07/05/2026,07/05/2026,Uber,25.95,,0.0,25.95,Sim,,,Despesa,,,
07/05/2026,07/05/2026,07/05/2026,Envio rj sp,100.0,,0.0,100.0,Sim,,,Despesa,,,
07/05/2026,07/05/2026,07/05/2026,#223 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 62,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#222 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 42,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#221 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 08,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#220 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 28,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#208 - Pix,800.0,Pix,0.0,800.0,Sim,Pedido,Cliente 80,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#219 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 03,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#218 - Pix,350.0,Pix,0.0,350.0,Sim,Pedido,Cliente 31,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#217 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 36,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#216 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 11,Receita,,,
07/05/2026,07/05/2026,07/05/2026,Adição de Crédito,50.0,Dinheiro,0.0,50.0,Sim,Conta do Cliente,Cliente 26,Receita,,,
07/05/2026,07/05/2026,07/05/2026,Adição de Crédito,0.01,,0.0,0.01,Sim,Conta do Cliente,Cliente 63,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#215 - Pix,470.0,Pix,0.0,470.0,Sim,Pedido,Cliente 46,Receita,,,
07/05/2026,07/05/2026,07/05/2026,#214 - Pix,360.0,Pix,0.0,360.0,Sim,Pedido,Cliente 23,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#213 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 23,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#212 - Dinheiro,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 14,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#211 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 64,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#210 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 49,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#207 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 90,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#206 - Pix,240.0,Pix,0.0,240.0,Sim,Pedido,Cliente 29,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#205 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 42,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#204 - Pix,230.0,Pix,0.0,230.0,Sim,Pedido,Cliente 08,Receita,,,
06/05/2026,06/05/2026,06/05/2026,#203 - Pix,600.0,Pix,0.0,600.0,Sim,Pedido,Cliente 58,Receita,,,
07/05/2026,06/05/2026,06/05/2026,Adição de Crédito,600.0,Outro,0.0,600.0,Sim,Conta do Cliente,Cliente 58,Receita,,,
07/05/2026,06/05/2026,06/05/2026,Ajuste Lucas,600.0,,0.0,600.0,Sim,,,Despesa,,,
06/05/2026,06/05/2026,06/05/2026,#202 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 36,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#200 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 11,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#199 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 56,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#198 - Pix,320.0,Pix,0.0,320.0,Sim,Pedido,Cliente 28,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#197 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#196 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 36,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#195 - Pix,400.0,Pix,0.0,400.0,Sim,Pedido,Cliente 02,Receita,,,
05/05/2026,05/05/2026,05/05/2026,#194 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 49,Receita,,,
06/05/2026,05/05/2026,05/05/2026,#201 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 52,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#193 - Dinheiro,500.0,Dinheiro,0.0,500.0,Sim,Pedido,Cliente 41,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#192 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#191 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 11,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#189 - Pix,310.0,Pix,0.0,310.0,Sim,Pedido,Cliente 28,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#188 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 53,Receita,,,
04/05/2026,04/05/2026,04/05/2026,Adição de Crédito,100.0,Pix,0.0,100.0,Sim,Conta do Cliente,Cliente 03,Receita,,,
04/05/2026,04/05/2026,04/05/2026,Adição de Crédito,670.0,Pix,0.0,670.0,Sim,Conta do Cliente,Cliente 11,Receita,,,
04/05/2026,04/05/2026,04/05/2026,Adição de Crédito,240.0,Pix,0.0,240.0,Sim,Conta do Cliente,Cliente 53,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#187 - Pix,420.0,Pix,0.0,420.0,Sim,Pedido,Cliente 80,Receita,,,
04/05/2026,04/05/2026,04/05/2026,#186 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 36,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#184 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#183 - Pix,150.0,Pix,0.0,150.0,Sim,Pedido,Cliente 28,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#182 - Pix,100.0,Pix,0.0,100.0,Sim,Pedido,Cliente 53,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#182 - Dinheiro,100.0,Dinheiro,0.0,100.0,Sim,Pedido,Cliente 53,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#181 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 14,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#178 - Pix,420.0,Pix,0.0,420.0,Sim,Pedido,Cliente 85,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#177 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 49,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#175 - Pix,350.0,Pix,0.0,350.0,Sim,Pedido,Cliente 94,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#174 - Pix,210.0,Pix,0.0,210.0,Sim,Pedido,Cliente 36,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#173 - Pix,275.0,Pix,0.0,275.0,Sim,Pedido,Cliente 14,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#172 - Pix,45.0,Pix,0.0,45.0,Sim,Pedido,Cliente 36,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#171 - Pix,450.0,Pix,0.0,450.0,Sim,Pedido,Cliente 73,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#170 - Pix,110.0,Pix,0.0,110.0,Sim,Pedido,Cliente 92,Receita,,,
03/05/2026,03/05/2026,03/05/2026,#169 - Pix,490.0,Pix,0.0,490.0,Sim,Pedido,Cliente 83,Receita,,,
02/05/2026,02/05/2026,02/05/2026,Gi Mateus,325.0,,0.0,325.0,Sim,,,Despesa,,,
02/05/2026,02/05/2026,02/05/2026,#168 - Pix,275.0,Pix,0.0,275.0,Sim,Pedido,Cliente 28,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#167 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 56,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#166 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 49,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#165 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#164 - Pix,310.0,Pix,0.0,310.0,Sim,Pedido,Cliente 28,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#163 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 14,Receita,,,
02/05/2026,02/05/2026,02/05/2026,Material envio,96.4,Pix,0.0,96.4,Sim,Ferramentas,,Despesa,,,
03/05/2026,02/05/2026,02/05/2026,C6,760.0,Pix,0.0,760.0,Sim,Outros,,Despesa,,,
02/05/2026,02/05/2026,02/05/2026,#162 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 90,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#160 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 91,Receita,,,
02/05/2026,02/05/2026,02/05/2026,#161 - Cartão de Crédito,400.0,Cartão de Crédito,0.0,400.0,Sim,Pedido,Cliente 13,Receita,,,
01/05/2026,01/05/2026,01/05/2026,#158 - Pix,1000.0,Pix,0.0,1000.0,Sim,Pedido,Cliente 80,Receita,,,
01/05/2026,01/05/2026,01/05/2026,#159 - Pix,430.0,Pix,0.0,430.0,Sim,Pedido,Cliente 01,Receita,,,
01/05/2026,01/05/2026,01/05/2026,17 Tina Marvin,2833.0,,0.0,2833.0,Sim,Materiais,,Despesa,,,
01/05/2026,01/05/2026,01/05/2026,Gi 2L Shopee,449.73,Pix,0.0,449.73,Sim,Materiais,,Despesa,,,
01/05/2026,01/05/2026,01/05/2026,#157 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 33,Receita,,,
01/05/2026,01/05/2026,01/05/2026,#156 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 53,Receita,,,
01/05/2026,01/05/2026,01/05/2026,#155 - Dinheiro,380.0,Dinheiro,0.0,380.0,Sim,Pedido,Cliente 12,Receita,,,
01/05/2026,01/05/2026,01/05/2026,#154 - Pix,450.0,Pix,0.0,450.0,Sim,Pedido,Cliente 13,Receita,,,
01/05/2026,01/05/2026,01/05/2026,#153 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 67,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#152 - Pix,490.0,Pix,0.0,490.0,Sim,Pedido,Cliente 78,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#151 - Cartão de Crédito,200.0,Cartão de Crédito,0.0,200.0,Sim,Pedido,Cliente 44,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#150 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 29,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#149 - Pix,70.0,Pix,0.0,70.0,Sim,Pedido,Cliente 80,Receita,,,
30/04/2026,30/04/2026,30/04/2026,Adição de Crédito,421.0,Pix,0.0,421.0,Sim,Conta do Cliente,Cliente 80,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#148 - Dinheiro,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 53,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#147 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#146 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 33,Receita,,,
30/04/2026,30/04/2026,30/04/2026,Remédio envio,36.36,,0.0,36.36,Sim,Materiais,,Despesa,,,
30/04/2026,30/04/2026,30/04/2026,#145 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 90,Receita,,,
30/04/2026,30/04/2026,30/04/2026,#144 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 02,Receita,,,
30/04/2026,30/04/2026,30/04/2026,Remédios envio,83.64,,0.0,83.64,Sim,Materiais,,Despesa,,,
04/05/2026,30/04/2026,30/04/2026,Adição de Crédito,550.5,Pix,0.0,550.5,Sim,Conta do Cliente,Cliente 80,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#143 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 28,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#140 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 104,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#142 - Dinheiro,150.0,Dinheiro,0.0,150.0,Sim,Pedido,Cliente 57,Receita,,,
30/04/2026,29/04/2026,29/04/2026,#141 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 49,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#139 - Pix,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 20,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#137 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 87,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#135 - Pix,50.0,Pix,0.0,50.0,Sim,Pedido,Cliente 33,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#135 - Dinheiro,150.0,Dinheiro,0.0,150.0,Sim,Pedido,Cliente 33,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#134 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 11,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#133 - Dinheiro,100.0,Dinheiro,0.0,100.0,Sim,Pedido,Cliente 03,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#131 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 95,Receita,,,
29/04/2026,29/04/2026,29/04/2026,#129 - Pix,1000.0,Pix,0.0,1000.0,Sim,Pedido,,Receita,,,
29/04/2026,29/04/2026,29/04/2026,Benzemar,150.0,Pix,0.0,150.0,Sim,,,Despesa,,,
29/04/2026,29/04/2026,29/04/2026,Tina marvin ,5167.0,Pix,0.0,5167.0,Sim,Fornecedor,,Despesa,,,
29/04/2026,29/04/2026,29/04/2026,#130 - Pix,150.0,Pix,0.0,150.0,Sim,Pedido,Cliente 53,Receita,,,
29/04/2026,29/04/2026,29/04/2026,Impressoras,199.83,Pix,0.0,199.83,Sim,,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,#128 - Pix,180.0,Pix,0.0,180.0,Sim,Pedido,Cliente 58,Receita,,,
28/04/2026,28/04/2026,28/04/2026,#128 - Dinheiro,250.0,Dinheiro,0.0,250.0,Sim,Pedido,Cliente 58,Receita,,,
28/04/2026,28/04/2026,28/04/2026,#127 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 52,Receita,,,
28/04/2026,28/04/2026,28/04/2026,Key,150.0,,0.0,150.0,Sim,,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,#126 - Dinheiro,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 61,Receita,,,
28/04/2026,28/04/2026,28/04/2026,#123 - Dinheiro,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 69,Receita,,,
28/04/2026,28/04/2026,28/04/2026,#125 - Cartão de Crédito,380.0,Cartão de Crédito,0.0,380.0,Sim,Pedido,Cliente 80,Receita,,,
28/04/2026,28/04/2026,28/04/2026,#124 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 67,Receita,,,
28/04/2026,28/04/2026,28/04/2026,Kit slam e sabonete líquido,226.31,Pix,0.0,226.31,Sim,Materiais,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,Kit shampoo sabonete,81.67,,0.0,81.67,Sim,,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,Kit escova,89.75,,0.0,89.75,Sim,,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,Tina maskara,5500.0,,0.0,5500.0,Sim,Fornecedor,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,Seringas,29.9,,0.0,29.9,Sim,Materiais,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,Reembolso Tina Diogo,200.0,,0.0,200.0,Sim,,,Despesa,,,
28/04/2026,28/04/2026,28/04/2026,Adição de Crédito,200.0,Pix,0.0,200.0,Sim,Conta do Cliente,Cliente 14,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#121 - Pix,500.0,Pix,0.0,500.0,Sim,Pedido,Cliente 55,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#120 - Pix,190.0,Pix,0.0,190.0,Sim,Pedido,Cliente 100,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#119 - Cartão de Crédito,380.0,Cartão de Crédito,0.0,380.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,27/04/2026,27/04/2026,Produtos envio,50.72,,0.0,50.72,Sim,,,Despesa,,,
27/04/2026,27/04/2026,27/04/2026,"Produtos envio ifood (tadala, sabonete )",74.13,,0.0,74.13,Sim,,,Despesa,,,
27/04/2026,27/04/2026,27/04/2026,#117 - Dinheiro,200.0,Dinheiro,0.0,200.0,Sim,Pedido,Cliente 84,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#116 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 28,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#115 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 66,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#114 - Cartão de Crédito,420.0,Cartão de Crédito,0.0,420.0,Sim,Pedido,Cliente 62,Receita,,,
27/04/2026,27/04/2026,27/04/2026,Reembolso Alysson,170.0,,0.0,170.0,Sim,,,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#113 - Pix,500.0,Pix,0.0,500.0,Sim,Pedido,Cliente 89,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#112 - Pix,100.0,Pix,0.0,100.0,Sim,Pedido,Cliente 26,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#111 - Cartão de Crédito,220.0,Cartão de Crédito,0.0,220.0,Sim,Pedido,Cliente 80,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#110 - Pix,380.0,Pix,0.0,380.0,Sim,Pedido,Cliente 02,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#109 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 11,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#59 - Pix,350.0,Pix,0.0,350.0,Sim,Pedido,Cliente 09,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#58 - Pix,30.0,Pix,0.0,30.0,Sim,Pedido,Cliente 69,Receita,,,
27/04/2026,27/04/2026,27/04/2026,#58 - Dinheiro,170.0,Dinheiro,0.0,170.0,Sim,Pedido,Cliente 69,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#47 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 13,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#45 - Dinheiro,100.0,Dinheiro,0.0,100.0,Sim,Pedido,Cliente 67,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#45 - Pix,100.0,Pix,0.0,100.0,Sim,Pedido,Cliente 67,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#43 - Cartão de Crédito,760.0,Cartão de Crédito,0.0,760.0,Sim,Pedido,Cliente 80,Receita,,,
26/04/2026,26/04/2026,26/04/2026,#42 - Pix,200.0,Pix,0.0,200.0,Sim,Pedido,Cliente 09,Receita,,,
