Número,Status,Data,Data de Entrega,Data de Vencimento,Data do Pagamento,Quantidade,Descrição,Desconto,Entrega,Taxa de Vendas,Total,Valor Pago,Custo,Lucro,Tipos de Pagamento,,,Observação
303,Finalizado,16/05/2026 01:12:07,,,16/05/2026 01:12:06,1,"1x Hidratante (80,00)",0.0,,"20,00",100.0,100.0,8.0,72,Dinheiro,,,
302,Finalizado,15/05/2026 22:09:31,,,16/05/2026 10:16:15,1,"1x Sabonete - 0.5 G (200,00)",0.0,,,200.0,200.0,82.5,117.5,Pix,,,
301,Finalizado,15/05/2026 22:08:21,,,15/05/2026 22:08:20,1,"1x Sabonete - 0.5 G (200,00)",0.0,,"10,00",210.0,210.0,82.5,117.5,Pix,,,
296,Finalizado,15/05/2026 21:34:29,15/05/2026 21:34:00,15/05/2026 21:34:00,16/05/2026 21:34:38,1,"1x Caneta 15cm (40,00)",0.0,,,40.0,40.0,14.4,25.6,Pix,,,
300,Finalizado,15/05/2026 21:01:36,,,16/05/2026 12:30:49,1,"1x Sabonete - 1G (380,00)",0.0,,,380.0,380.0,165.0,215,Pix,,,
295,Finalizado,15/05/2026 19:42:19,,,15/05/2026 19:42:28,2,"1x Sabonete - 0.5 G (200,00)
1x Hidratante (80,00)",0.0,,"10,00",290.0,290.0,90.5,189.5,Pix,,,
297,Finalizado,15/05/2026 19:40:25,,,16/05/2026 12:34:03,1,"1x Sabonete - 1G (380,00)",0.0,,,380.0,380.0,165.0,215,Pix,,,
294,Finalizado,15/05/2026 15:01:47,,,16/05/2026 10:16:27,1,"1x Sabonete - 1G (380,00)",0.0,,,380.0,380.0,165.0,215,Pix,,,
293,Finalizado,15/05/2026 13:00:49,14/05/2026 00:00:00,15/05/2026 00:00:00,16/05/2026 13:00:59,2,"1x Isqueiro Mini (40,00)
1x Caneta 15cm (40,00)",0.0,,,80.0,80.0,31.4,48.6,Pix,,,
299,Finalizado,15/05/2026 12:31:45,,,16/05/2026 12:34:45,2,"1x Sabonete - 1G (380,00)
1x Hidratante (80,00)",10.0,,,450.0,450.0,173.0,277,Pix,,,
310,Finalizado,15/05/2026 12:22:22,,,16/05/2026 12:22:01,1,"1x Sabonete - 1G (380,00)",0.0,,,380.0,380.0,165.0,215,Pix,,,
307,Finalizado,15/05/2026 12:03:29,15/05/2026 00:00:00,15/05/2026 00:00:00,16/05/2026 08:24:23,1,"1x Sabonete - 0.5 G (200,00)",0.0,,,200.0,200.0,82.5,117.5,Pix,,,
292,Finalizado,14/05/2026 18:37:26,,,14/05/2026 18:37:26,1,"1x Escova - 0.5 G (210,00)",0.0,,,210.0,210.0,65.0,145,"Dinheiro, Fiado",,,
290,Finalizado,14/05/2026 14:46:00,,,14/05/2026 14:45:58,1,"1x Escova - 0.5 G (210,00)",0.0,,,210.0,210.0,65.0,145,Pix,,,
289,Finalizado,14/05/2026 14:33:02,,,14/05/2026 14:33:01,1,"1x Sabonete - 1G (380,00)",0.0,,,380.0,380.0,165.0,215,Pix,,,
298,Finalizado,14/05/2026 12:33:30,,14/05/2026 00:00:00,16/05/2026 12:32:33,3,"1x Escova - 0.5 G (210,00)
2x Sabonete - 0.1 G (40,00)",80.0,,,210.0,290.0,98.0,112,Pix,,,
288,Finalizado,14/05/2026 12:12:01,,,14/05/2026 12:12:00,1,"1x Escova - 0.5 G (210,00)",0.0,,,210.0,210.0,65.0,145,Pix,,,
291,Finalizado,14/05/2026 10:18:13,,,16/05/2026 10:18:21,1,"1x Sabonete - 0.5 G (200,00)",0.0,,,200.0,200.0,82.5,117.5,Pix,,,
287,Finalizado,13/05/2026 21:23:22,,,13/05/2026 21:23:21,1,"1x Escova - 0.5 G (210,00)",0.0,,,210.0,210.0,65.0,145,Pix,,,
286,Finalizado,13/05/2026 21:18:31,,,13/05/2026 21:18:29,1,"1x Escova - 0.5 G (210,00)",0.0,,"10,00",220.0,220.0,65.0,145,"Pix, Fiado",,,
285,Finalizado,13/05/2026 21:12:09,,,13/05/2026 21:12:07,2,"1x Escova - 0.5 G (210,00)
1x Hidratante (80,00 - 30,00)",30.0,,,260.0,260.0,73.0,187,Dinheiro,,,
284,Finalizado,13/05/2026 21:11:02,,,13/05/2026 21:11:00,1,"1x Escova - 0.5 G (210,00 - 60,00)",60.0,,,150.0,150.0,65.0,85,Cartão de Crédito,,,
283,Finalizado,13/05/2026 21:01:41,,,13/05/2026 21:01:40,1,"1x Escova - 1G (400,00)",0.0,,,400.0,400.0,130.0,270,Pix,,,
282,Finalizado,13/05/2026 20:13:34,,,13/05/2026 20:13:32,1,"1x Escova - 0.5 G (210,00)",0.0,,,210.0,210.0,65.0,145,Pix,,,
281,Finalizado,13/05/2026 16:40:58,,,13/05/2026 16:40:57,1,"1g x Escova - Meio G (210,00)",0.0,,,210.0,210.0,130.0,80,Pix,,,
280,Finalizado,13/05/2026 16:26:34,,,13/05/2026 16:26:33,1,"1x Sabonete Brinde (0,00)",0.0,,,0.0,0.0,165.0,-165,Dinheiro,,,
278,Finalizado,12/05/2026 22:17:44,,,12/05/2026 22:50:55,6,"1g x Escova - 1g (400,00)
4x Conta-gotas 1ml (5,00)
1x Caneta 10cm (30,00)",0.0,,,450.0,450.0,148.79000000000002,301.209999999999998,Pix,,,
279,Finalizado,12/05/2026 21:47:28,,,12/05/2026 21:47:26,5,"1g x Escova - 1g (400,00)
3x Conta-gotas 1ml (5,00)
1x Caneta Curva (45,00 - 5,00)",5.0,,,455.0,455.0,156.97,298.03,Pix,,,
277,Finalizado,12/05/2026 20:31:14,,,12/05/2026 22:18:37,3,"1g x Escova - Meio G (210,00)
1x Caneta Curva (45,00)
1x Hidratante (80,00 - 5,00)",5.0,,,330.0,330.0,157.5,172.5,"Dinheiro, Fiado",,,
275,Finalizado,12/05/2026 19:01:05,,,12/05/2026 19:01:04,1,"1g x Escova - Meio G (210,00)",0.0,,,210.0,210.0,130.0,80,Pix,,,
276,Finalizado,12/05/2026 13:02:56,12/05/2026 00:00:00,12/05/2026 00:00:00,16/05/2026 13:03:06,1,"1g x Escova - Meio G (210,00)",0.0,,,210.0,210.0,65.0,145,Pix,,,
274,Finalizado,12/05/2026 08:41:11,,,12/05/2026 08:41:10,2,"1g x Escova - Meio G (210,00)
1x Caneta 10cm (30,00)",15.0,,,225.0,225.0,142.99,82.00999999999999,Pix,,,
273,Finalizado,12/05/2026 04:53:07,,,12/05/2026 04:53:06,0.5,"0,5g x Produto Especial - Modelo Escova (420,00)",0.0,,,210.0,210.0,65.0,145,Pix,,,
272,Finalizado,11/05/2026 20:04:08,,,11/05/2026 20:04:07,0.5,"0,5g x Produto Especial - Modelo Mascara (380,00 - 180,00)",180.0,,,100.0,100.0,82.5,17.5,Dinheiro,,,
271,Finalizado,11/05/2026 20:03:32,,,11/05/2026 20:03:31,1,"1g x Produto Especial - Modelo Mascara (380,00 - 215,00)",215.0,,,165.0,165.0,165.0,0,Pix,,,
270,Finalizado,11/05/2026 19:40:02,,,11/05/2026 19:40:00,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,,200.0,200.0,65.0,135,Dinheiro,,,
269,Finalizado,11/05/2026 18:53:29,,,11/05/2026 18:53:28,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,"10,00",210.0,210.0,65.0,135,Pix,,,
268,Finalizado,11/05/2026 18:52:36,,,11/05/2026 18:52:34,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
267,Finalizado,11/05/2026 18:50:43,,,11/05/2026 18:50:42,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,,200.0,200.0,65.0,135,Pix,,,
266,Finalizado,11/05/2026 18:20:39,,,11/05/2026 18:20:38,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
262,Finalizado,10/05/2026 21:20:30,,,13/05/2026 21:20:52,1,"1x Escova - 1G (400,00 - 20,00)",20.0,,,380.0,380.0,130.0,250,"Pix, Fiado",,,
265,Finalizado,10/05/2026 20:27:40,,,10/05/2026 20:27:39,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,"10,00",210.0,210.0,65.0,135,Pix,,,
264,Finalizado,10/05/2026 19:37:26,,,10/05/2026 19:37:24,2,"0,8g x Produto Especial - Modelo Mascara (380,00 - 130,00)
1,2g x Produto Especial - Modelo Escova (380,00 - 130,00)",260.0,,,500.0,500.0,288.0,212,Pix,,,
263,Finalizado,10/05/2026 18:38:28,,,10/05/2026 18:38:27,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,"10,00",210.0,210.0,65.0,135,Pix,,,
261,Finalizado,10/05/2026 18:10:21,,,10/05/2026 18:10:19,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,,200.0,200.0,65.0,135,Pix,,,
260,Finalizado,10/05/2026 14:34:38,,,10/05/2026 14:34:37,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
259,Finalizado,10/05/2026 14:33:51,,,10/05/2026 13:59:11,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,,200.0,200.0,65.0,135,Pix,,,
258,Finalizado,10/05/2026 08:21:43,,,10/05/2026 08:21:41,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
257,Finalizado,10/05/2026 06:01:45,,,10/05/2026 06:01:44,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
256,Finalizado,10/05/2026 03:56:39,,,10/05/2026 03:56:35,0.4,"0,4g x Produto Especial - Modelo Escova (380,00 - 380,00)",380.0,,,0.0,0.01,52.0,-52,Dinheiro,,,
255,Finalizado,10/05/2026 00:38:54,,,10/05/2026 00:38:53,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,,200.0,200.0,65.0,135,Pix,,,
254,Finalizado,10/05/2026 00:36:24,,,10/05/2026 00:36:23,1.5,"0,5g x Produto Especial - Modelo Escova (400,00)
1x Conta-gotas 1ml (5,00)",0.0,,"10,00",215.0,215.0,67.49,137.51,Pix,,,
253,Finalizado,10/05/2026 00:16:35,,,10/05/2026 00:16:34,2.5,"0,5g x Produto Especial - Modelo Escova (400,00)
1x Isqueiro Grande (50,00)
1x Medidor 25g (0,00)",70.0,,"10,00",190.0,190.0,90.33999999999999,89.66000000000001,Pix,,,
252,Finalizado,09/05/2026 23:45:41,,,09/05/2026 23:45:40,1.1157894736842104,"0,12g x Produto Especial - Modelo Escova (380,00)
1x Hidratante (80,00)",0.0,,,124.0,124.0,23.05263157894737,100.94736842105263,Pix,,,
251,Finalizado,09/05/2026 23:26:14,,,09/05/2026 23:26:13,1,"0,77g x Produto Especial - Modelo Escova (380,00)
0,23g x Produto Especial - Modelo Mascara (380,00)",0.0,,,380.0,380.0,138.05,241.95,Pix,,,
250,Finalizado,09/05/2026 22:20:02,,,09/05/2026 22:20:00,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,,200.0,200.0,65.0,135,Pix,,,
246,Finalizado,09/05/2026 22:01:25,,,09/05/2026 21:44:28,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
247,Finalizado,09/05/2026 21:42:38,,,09/05/2026 21:43:08,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
249,Finalizado,09/05/2026 21:41:57,,,09/05/2026 21:41:56,1,"1g x Produto Especial - Modelo Escova (380,00)",0.0,,,380.0,380.0,130.0,250,Pix,,,
248,Finalizado,09/05/2026 21:29:42,,,09/05/2026 21:44:09,0.5,"0,5g x Produto Especial - Modelo Escova (400,00)",0.0,,"10,00",210.0,210.0,65.0,135,Pix,,,
245,Finalizado,09/05/2026 21:10:41,,,09/05/2026 21:10:40,1,"0,5g x Produto Especial - Modelo Mascara (380,00 - 80,00)
0,5g x Produto Especial - Modelo Escova (380,00 - 80,00)",160.0,,,300.0,300.0,147.5,152.5,Fiado,,,
244,Finalizado,09/05/2026 09:23:10,,,09/05/2026 09:23:09,0.7,"0,5g x Produto Especial - Modelo Brinquedo (380,00)
0,2g x Produto Especial - Modelo Mascara (380,00)",116.0,,,150.0,150.0,103.0,47,Pix,,,
243,Finalizado,09/05/2026 07:16:50,,,09/05/2026 08:02:40,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,"10,00",210.0,210.0,82.5,117.5,Pix,,,
242,Finalizado,09/05/2026 07:16:13,,,09/05/2026 08:02:20,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,"10,00",210.0,210.0,82.5,117.5,Pix,,,
241,Finalizado,09/05/2026 03:25:55,,,09/05/2026 03:25:54,2,"2g x Produto Especial - Modelo Mascara (380,00)",0.0,,,760.0,760.0,330.0,430,Fiado,,,
240,Finalizado,09/05/2026 00:10:00,,,09/05/2026 00:09:59,3,"0,5g x Produto Especial - Modelo Mascara (380,00)
0,5g x Produto Especial - Modelo Brinquedo (380,00)
1x Hidratante (80,00)
1x Medidor 25g (0,00)",10.0,,,450.0,450.0,155.49,294.51,Dinheiro,,,
239,Finalizado,08/05/2026 23:48:05,,,08/05/2026 23:48:04,1,"1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
238,Finalizado,08/05/2026 23:34:14,,,08/05/2026 23:34:13,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,"10,00",210.0,210.0,60.0,140,Pix,,,
237,Finalizado,08/05/2026 21:08:25,,,08/05/2026 21:06:28,2,"1g x Produto Especial - Modelo Mascara (380,00)
1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,760.0,760.0,285.0,475,Pix,,,
234,Finalizado,08/05/2026 20:12:41,,,08/05/2026 18:46:10,3,"1g x Produto Especial - Modelo Mascara (380,00)
1x Hidratante (80,00 - 10,00)
1x Caneta Curva (45,00 - 15,00)",25.0,,,480.0,480.0,194.5,285.5,"Dinheiro, Fiado",,,
236,Finalizado,08/05/2026 20:05:44,,,08/05/2026 20:05:43,2,"1g x Produto Especial - Modelo Mascara (380,00)
1x Caneta 10cm (30,00)",0.0,,,410.0,410.0,177.99,232.01,Pix,,,
235,Finalizado,08/05/2026 19:59:30,,,08/05/2026 19:59:29,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,"10,00",210.0,210.0,82.5,117.5,Pix,,,
233,Finalizado,08/05/2026 18:43:21,,,08/05/2026 18:43:20,0.25,"0,25g x Produto Especial - Modelo Mascara (400,00)",0.0,,,100.0,100.0,41.25,58.75,Pix,,,
232,Finalizado,08/05/2026 16:33:36,,,08/05/2026 16:33:34,1,"1g x Produto Especial - Modelo Mascara (380,00)",0.0,,,380.0,380.0,165.0,215,Pix,,,
231,Finalizado,08/05/2026 15:41:26,,,08/05/2026 15:41:24,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,"10,00",210.0,210.0,60.0,140,Pix,,,
230,Finalizado,08/05/2026 12:59:07,,,08/05/2026 12:59:06,1,"1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
229,Finalizado,08/05/2026 04:35:51,,,08/05/2026 04:35:50,1,"1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
228,Finalizado,08/05/2026 04:34:06,,,08/05/2026 04:34:05,1,"1g x Produto Especial - Modelo Brinquedo (389,00)",0.0,,,389.0,389.0,120.0,269,Pix,,,
227,Finalizado,08/05/2026 00:52:30,,,08/05/2026 00:52:29,0.75,"0,75g x Produto Especial - Modelo Mascara (380,00)",85.0,,,200.0,200.0,123.75,76.25,Dinheiro,,,
226,Finalizado,07/05/2026 20:50:21,,,07/05/2026 20:50:20,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,,200.0,200.0,82.5,117.5,Dinheiro,,,
225,Finalizado,07/05/2026 20:38:26,,,07/05/2026 20:38:25,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,,200.0,200.0,60.0,140,Pix,,,
224,Finalizado,07/05/2026 17:25:12,,,07/05/2026 17:25:10,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,"10,00",210.0,210.0,82.5,117.5,Pix,,,
223,Finalizado,07/05/2026 15:58:53,,,07/05/2026 15:58:52,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,"10,00",210.0,210.0,82.5,117.5,Pix,,,
222,Finalizado,07/05/2026 15:56:26,,,07/05/2026 15:56:25,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,"10,00",210.0,210.0,60.0,140,Pix,,,
221,Finalizado,07/05/2026 15:55:45,,,07/05/2026 15:55:44,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,,200.0,200.0,60.0,140,Pix,,,
220,Finalizado,07/05/2026 11:45:19,,,07/05/2026 11:45:18,1,"1g x Produto Especial - Modelo Mascara (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
219,Finalizado,07/05/2026 06:20:45,,,07/05/2026 06:20:44,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,,200.0,200.0,60.0,140,Pix,,,
218,Finalizado,07/05/2026 04:58:50,,,07/05/2026 04:58:49,1,"1g x Produto Especial - Modelo Mascara (380,00)",30.0,,,350.0,350.0,120.0,230,Pix,,,
217,Finalizado,07/05/2026 04:58:19,,,07/05/2026 04:58:18,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,"10,00",210.0,210.0,60.0,140,Pix,,,
216,Finalizado,07/05/2026 02:40:59,,,07/05/2026 03:55:46,1,"1g x Produto Especial - Modelo Mascara (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
215,Finalizado,07/05/2026 00:36:02,,,07/05/2026 00:36:01,3,"0,5g x Produto Especial - Modelo Brinquedo (380,00)
0,5g x Produto Especial - Modelo Mascara (380,00)
1x Caneta 15cm (40,00)
1x Isqueiro Grande (50,00)",0.0,,,470.0,470.0,154.75,315.25,Pix,,,
214,Finalizado,07/05/2026 00:16:05,,,07/05/2026 00:16:04,1,"1g x Produto Especial - Modelo Mascara (380,00)",20.0,,,360.0,360.0,120.0,240,Pix,,,
213,Finalizado,06/05/2026 21:18:55,,,06/05/2026 21:27:23,1,"1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
212,Finalizado,06/05/2026 21:18:13,,,06/05/2026 21:18:12,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,,200.0,200.0,60.0,140,Dinheiro,,,
211,Finalizado,06/05/2026 21:16:51,,,06/05/2026 21:16:50,1.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)
1x (Sem descrição) (10,00)",0.0,,,210.0,210.0,60.0,150,Pix,,,
210,Finalizado,06/05/2026 21:13:58,,,06/05/2026 21:13:57,1,"1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
205,Finalizado,06/05/2026 20:52:23,,,06/05/2026 15:55:06,0.5,"0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,,200.0,200.0,60.0,140,Pix,,,
207,Finalizado,06/05/2026 20:51:43,,,06/05/2026 16:27:21,1,"1g x Produto Especial - Modelo Brinquedo (380,00)",0.0,,,380.0,380.0,120.0,260,Pix,,,
208,Finalizado,06/05/2026 20:51:10,,,06/05/2026 18:23:23,3,"1x Hidratante (80,00 - 40,00)
2g x Produto Especial - Modelo Brinquedo (380,00)",40.0,,,800.0,800.0,250.0,550,"Pix, Pix",,,
209,Finalizado,06/05/2026 20:49:38,,,06/05/2026 18:30:47,0.5,"0,5g x Produto Especial - Modelo Brinquedo (380,00)",90.0,,,100.0,100.0,60.0,40,Fiado,,,
204,Finalizado,06/05/2026 20:35:27,,,06/05/2026 14:48:33,1.5,"1x Caneta 10cm (30,00)
0,5g x Produto Especial - Modelo Brinquedo (400,00)",0.0,,,230.0,230.0,72.99,157.01,Pix,,,
206,Finalizado,06/05/2026 16:26:50,,,06/05/2026 16:26:49,3.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Caneta 15cm (40,00)",0.0,,,240.0,240.0,74.77,165.23000000000002,Pix,,,
202,Finalizado,06/05/2026 02:38:42,,,06/05/2026 02:38:41,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,,200.0,200.0,60.0,140,Pix,,,
200,Finalizado,05/05/2026 22:02:43,,,05/05/2026 22:02:42,2.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
199,Finalizado,05/05/2026 22:01:49,,,05/05/2026 22:01:48,3,"1g x Produto Especial - Bom (380,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,380.0,380.0,120.37,259.63,Pix,,,
198,Finalizado,05/05/2026 21:56:19,,,05/05/2026 21:56:18,3,"1g x Produto Especial - Astronauta  (380,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",60.0,,,320.0,320.0,130.37,189.63,Pix,,,
197,Finalizado,05/05/2026 19:51:33,,,05/05/2026 19:51:32,2.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
196,Finalizado,05/05/2026 19:49:01,,,05/05/2026 19:48:26,2.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
195,Finalizado,05/05/2026 17:15:30,,,05/05/2026 17:15:29,2,"0,5g x Produto Especial - Bom (400,00)
0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,400.0,400.0,120.37,279.63,Pix,,,
194,Finalizado,05/05/2026 17:13:47,,,05/05/2026 17:13:46,2.5,"0,5g x Produto Especial - Modelo Mascara (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
201,Finalizado,05/05/2026 02:35:24,05/05/2026 02:35:00,05/05/2026 02:35:00,06/05/2026 02:35:03,2,"1g x Produto Especial - Bom (380,00)
1x Embalagem - Ziplock (0,00)",0.0,,,380.0,380.0,160.37,219.63,Pix,,,
193,Finalizado,04/05/2026 21:48:04,,,04/05/2026 22:30:29,3,"1g x Produto Especial - Bom (380,00)
1g x Produto Especial - Modelo Mascara (380,00)
1x Medidor 25g (0,00)",260.0,,,500.0,500.0,244.99,255.01,Dinheiro,,,
192,Finalizado,04/05/2026 21:05:15,,,04/05/2026 22:29:18,2.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
191,Finalizado,04/05/2026 19:34:13,,,04/05/2026 19:34:10,0.5,"0,5g x Produto Especial - Modelo Mascara (400,00)",0.0,,,200.0,200.0,60.0,140,Pix,,,
190,Finalizado,04/05/2026 19:33:19,,,04/05/2026 19:33:18,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Fiado,,,
189,Finalizado,04/05/2026 15:25:19,,,04/05/2026 15:25:14,4,"1g x Produto Especial - Astronauta  (380,00 - 70,00)
1x Kit dental (0,00)
1x Kit sabonete shampoo (0,00)
1x Medidor 25g (0,00)",70.0,,,310.0,310.0,137.5,172.5,Pix,,,
188,Finalizado,04/05/2026 15:23:27,,,04/05/2026 15:23:26,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
187,Finalizado,04/05/2026 08:50:48,,,04/05/2026 08:50:47,4,"1g x Produto Especial - Bom (380,00)
1x Caneta 15cm (40,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",0.0,,,420.0,420.0,134.77,285.23,Pix,,,
186,Finalizado,04/05/2026 08:49:47,,,04/05/2026 08:49:46,2.6,"0,6g x Produto Especial - Bom (400,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)",40.0,,,200.0,200.0,72.37,127.63,Pix,,,
184,Finalizado,03/05/2026 22:29:10,,,03/05/2026 22:29:09,2.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
183,Finalizado,03/05/2026 19:59:44,,,03/05/2026 19:59:43,2.5,"0,5g x Produto Especial - Astronauta  (400,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",50.0,,,150.0,150.0,65.37,84.63,Pix,,,
182,Finalizado,03/05/2026 19:57:04,,,03/05/2026 19:57:03,1.5,"0,3g x Produto Especial - Bom (400,00)
0,2g x Produto Especial - Astronauta  (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,62.37,137.63,"Dinheiro, Pix",,,
181,Finalizado,03/05/2026 19:55:01,,,03/05/2026 19:54:59,2,"0,8g x Produto Especial - Bom (380,00)
0,2g x Produto Especial - Astronauta  (380,00)
1x Medidor 25g (0,00)",0.0,,,380.0,380.0,126.99,253.01,Pix,,,
179,Finalizado,03/05/2026 19:50:42,,,03/05/2026 19:50:40,0.5,"0,4g x Produto Especial - Bom (400,00)
0,1g x Produto Especial - Astronauta  (400,00)",100.0,,,100.0,100.0,61.0,39,Fiado,,,
178,Finalizado,03/05/2026 13:50:49,,,03/05/2026 13:50:48,4,"1g x Produto Especial - Bom (380,00)
1x Embalagem - Sacola Plástico Branca (0,00)
1x Embalagem - Ziplock (0,00)
1x Isqueiro Mini (40,00)",0.0,,,420.0,420.0,137.37,282.63,Pix,,,
177,Finalizado,03/05/2026 12:47:17,,,03/05/2026 12:47:16,1.5,"0,5g x Produto Especial - Bom (400,00)
1x Embalagem - Ziplock (0,00)",0.0,,,200.0,200.0,60.37,139.63,Pix,,,
203,Finalizado,03/05/2026 10:55:28,03/05/2026 10:55:00,06/05/2026 10:55:00,06/05/2026 10:52:20,4,"3g x Produto Especial - Astronauta  (380,00 - 180,00)
1x Embalagem - Ziplock (0,00)",180.0,,,600.0,600.0,390.37,209.63,Pix,,,
175,Finalizado,03/05/2026 10:47:36,,,03/05/2026 10:47:43,4,"0,31g x Produto Especial - Modelo Mascara (380,00)
0,19g x Produto Especial - Astronauta  (380,00)
0,5g x Produto Especial - Bom (380,00)
1x Embalagem - Sacola Plástico Branca (0,00)
2x Embalagem - Ziplock (0,00)",30.0,,,350.0,350.0,118.83999999999999,231.160000000000004,Pix,,,
176,Finalizado,03/05/2026 08:27:21,,,03/05/2026 08:48:02,3.6100000000000003,"1,61g x Produto Especial - Modelo Mascara (380,00)
1x Embalagem - Ziplock (0,00)
1x Embalagem - Sacola Plástico Branca (0,00)",41.8,,,570.0,570.0,193.57000000000002,376.43,Fiado,,,
